RecordType,Field1,Field2,Field3,Field4,Field5,PartNumber,Quantity,Field8,Date,Price,Field11,Field12,VendorName
8888RTV,0,5770345,73,4508,3,ADC-AC-X1100-2PSE,1,826,20260128,623.92,11358389,220865,ALARM.COM INC
8888RTV,0,5770348,9,105,1,98935-002,7,501,20260126,83,11329264,198147,KWIKSET CORPORATION
8888RTV,0,5770348,8,103,1,98935-001,14,503,20260127,83,11322575,198147,KWIKSET CORPORATION
8888RTV,0,5770347,1,364,1,EN-BR304P-0,1,837,20260128,434.25,11362822,242767,EAGLE EYE NETWORKS INC
8888RTV,0,5770409,36,357,1,85803,720,503,20260126,11.5,11324850,195769,JASCO PRODUCTS COMPANY LLC
8888RTV,0,5752082,33,4897,1,WG-21141101,4,275,20260128,101.2,11364595,8996,ADI
8888RTV,0,5770342,66,1408,1,JP-DA,1,829,20260128,196.35,11362825,8620,AIPHONE CORPORATION
8888RTV,0,5770345,15,4445,1,ADC-V724X,1,137,20260126,104.26,11348867,220865,ALARM.COM INC
8888RTV,0,5770462,23,2937,2,710548EWTA,15000,748,20260126,.139926785714286,11360375,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5282114,295,37273,13,6160VPADT,10,501,20260126,120.66,11178441,256963,ADEMCO INC
8888RTV,0,5770462,5,2935,1,494463,25000,842,20260127,.09509375,11360226,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,91,5830,4,ANO-L7012R,3,682,20260129,57.64,11370734,8996,ADI
8888RTV,0,5770345,15,4507,1,ADC-V724X,1,573,20260129,104.26,11358168,220865,ALARM.COM INC
8888RTV,0,5773456,146,5461,1,TPE-TG51G,1,827,20260126,42.43,11356000,8996,ADI
8888RTV,0,5770345,15,4469,1,ADC-V724X,1,688,20260126,104.26,11351860,220865,ALARM.COM INC
8888RTV,0,5773456,100,5696,1,EA200-12,1,262,20260126,95.8,11364651,8996,ADI
8888RTV,0,5770348,8,106,1,98935-001,12,503,20260127,83,11329265,198147,KWIKSET CORPORATION
8888RTV,0,5773456,416,5599,2,ANE-L7012L,4,529,20260127,88.43,11361123,8996,ADI
8888RTV,0,5773456,91,5699,1,ANO-L7012R,4,327,20260127,57.64,11364714,8996,ADI
8888RTV,0,5773456,121,5677,2,SBV-140BW,7,612,20260127,21.02,11364392,8996,ADI
8888RTV,0,5770426,5,1601,1,B-ACS6000-MBE,1,946,20260128,957.78,11367240,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,426,5772,2,SBV-A14B,4,469,20260128,21.02,11367458,8996,ADI
8888RTV,0,5773456,43,5751,2,XRN-820S-4TB,2,379,20260128,572.87,11366624,8996,ADI
8888RTV,0,5773456,426,5841,3,SBV-A14B,10,675,20260129,21.02,11370917,8996,ADI
8888RTV,0,5773456,196,5294,1,CB110,6,850,20260123,8.68,11351071,8996,ADI
8888RTV,0,5773456,91,5554,3,ANO-L7012R,16,675,20260123,57.64,11360220,8996,ADI
8888RTV,0,5773456,7,5617,3,ARN-410S-2TB,3,379,20260126,248.91,11362303,8996,ADI
8888RTV,0,5773456,177,5617,1,ECR2450BP,11,379,20260126,2.06,11362303,8996,ADI
8888RTV,0,5770345,19,4527,1,ADC-VDB750-TH,1,821,20260126,99,11360323,220865,ALARM.COM INC
8888RTV,0,5773456,335,5761,1,PROXTG-BK,1,274,20260126,4.26,11366945,8996,ADI
8888RTV,0,5770345,19,4282,1,ADC-VDB750-TH,1,821,20260126,99,11325772,220865,ALARM.COM INC
8888RTV,0,5773456,426,5803,1,SBV-A14B,4,232,20260128,21.02,11369322,8996,ADI
8888RTV,0,5773456,81,5687,1,XRN-820S-2TB,2,884,20260128,498.43,11364479,8996,ADI
8888RTV,0,5773456,279,5701,1,ANV-L7012R,4,659,20260129,57.64,11364861,8996,ADI
8888RTV,0,5615672,55,1142,3,PG9933,80,503,20260123,70.46,11347002,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5770426,33,1570,1,B-ACS300-E-B,1,342,20260123,495,11360680,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,81,5645,1,XRN-820S-2TB,1,723,20260123,498.43,11362745,8996,ADI
8888RTV,0,5773456,81,5284,1,XRN-820S-2TB,1,800,20260123,498.43,11351075,8996,ADI
8888RTV,0,5773456,279,5614,1,ANV-L7012R,3,469,20260126,57.64,11362304,8996,ADI
8888RTV,0,5770348,9,106,2,98935-002,7,503,20260127,83,11329265,198147,KWIKSET CORPORATION
8888RTV,0,5770415,43,676,2,IQR-PG,48,503,20260127,155,11347001,256872,"QOLSYS, INC"
8888RTV,0,5773456,426,5350,1,SBV-A14B,10,675,20260127,21.02,11353150,8996,ADI
8888RTV,0,5773456,279,5775,2,ANV-L7012R,7,686,20260128,57.64,11368808,8996,ADI
8888RTV,0,5773456,224,5678,7,QNE-C9013RL,10,623,20260129,245.63,11364389,8996,ADI
8888RTV,0,5272817,166,23845,1,AHVR1624T,1,137,20260123,314.59,11360306,101933,MATRIX NETWORK INC
8888RTV,0,5272817,167,23841,1,AHVR1622T,1,708,20260123,256.78,11355933,101933,MATRIX NETWORK INC
8888RTV,0,5272817,174,23847,1,AHVR0422T,1,888,20260127,192.68,11364705,101933,MATRIX NETWORK INC
8888RTV,0,5282114,415,37381,41,WPADT-1,69,503,20260123,4.52,11275497,256963,ADEMCO INC
8888RTV,0,5773456,81,5439,1,XRN-820S-2TB,1,690,20260123,498.43,11355426,8996,ADI
8888RTV,0,5773456,416,5507,5,ANE-L7012L,8,688,20260123,88.43,11358188,8996,ADI
8888RTV,0,5773456,81,5510,2,XRN-820S-2TB,2,834,20260123,498.43,11358189,8996,ADI
8888RTV,0,5773456,416,5548,2,ANE-L7012L,12,752,20260123,88.43,11360216,8996,ADI
8888RTV,0,5770345,10,4518,2,ADC-AC-X1100,1,817,20260126,330,11358974,220865,ALARM.COM INC
8888RTV,0,5770426,5,1582,1,B-ACS6000-MBE,1,616,20260127,957.78,11364321,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,43,5771,1,XRN-820S-4TB,2,695,20260129,572.87,11367410,8996,ADI
8888RTV,0,5770426,33,1593,1,B-ACS300-E-B,1,688,20260129,495,11366342,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,159,5853,1,0E-CAT5CMWH,8,480,20260129,116.99,11371025,8996,ADI
8888RTV,0,5752082,230,4885,1,WG-50781108,5,826,20260123,109.74,11360045,8996,ADI
8888RTV,0,5770462,2,2930,1,493494,500,053,20260123,.1300625,11358880,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770345,6,4325,1,ADC-AC-LP1502-PSE,1,828,20260123,901,11330651,220865,ALARM.COM INC
8888RTV,0,5770345,19,4504,1,ADC-VDB750-TH,1,686,20260126,99,11358087,220865,ALARM.COM INC
8888RTV,0,5773456,173,5662,1,6150RF,1,816,20260126,58.42,11363400,8996,ADI
8888RTV,0,5773456,416,5655,5,ANE-L7012L,16,357,20260127,88.43,11363090,8996,ADI
8888RTV,0,5773456,91,5093,1,ANO-L7012R,8,722,20260128,57.64,11344161,8996,ADI
8888RTV,0,5773456,176,5708,1,XRN-420S-2TB,4,824,20260128,293.72,11364996,8996,ADI
8888RTV,0,5770462,1,2958,1,487343,15000,752,20260128,.0826285714285714,11366841,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770345,15,4540,1,ADC-V724X,1,324,20260129,104.26,11362833,220865,ALARM.COM INC
8888RTV,0,5773456,394,5739,1,ANO-L7022R,1,683,20260129,57.64,11366472,8996,ADI
8888RTV,0,5773456,121,5678,6,SBV-140BW,8,623,20260129,21.02,11364389,8996,ADI
8888RTV,0,5770345,61,4434,5,MYQ-821LMC-SMC,7,503,20260123,42.5,11346987,220865,ALARM.COM INC
8888RTV,0,5770345,15,4487,1,ADC-V724X,1,678,20260123,104.26,11354158,220865,ALARM.COM INC
8888RTV,0,5773456,279,5250,2,ANV-L7012R,1,616,20260126,57.64,11349379,8996,ADI
8888RTV,0,5770345,15,4510,1,ADC-V724X,1,238,20260126,104.26,11358500,220865,ALARM.COM INC
8888RTV,0,5773034,6,198,1,YRD410ZW3-P05,1,850,20260126,89.35,11358652,266418,MASTER LOCK COMPANY LLC
8888RTV,0,5770462,30,2941,1,741802PL-L,4000,781,20260126,.1446875,11362140,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770426,33,1592,1,B-ACS300-E-B,2,827,20260126,495,11365345,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,2,4534,1,ADC-AC-ET10,2,194,20260127,143.15,11362297,220865,ALARM.COM INC
8888RTV,0,5770345,15,4545,1,ADC-V724X,1,688,20260128,104.26,11364343,220865,ALARM.COM INC
8888RTV,0,5773456,176,5744,1,XRN-420S-2TB,3,829,20260129,293.72,11366470,8996,ADI
8888RTV,0,5773456,209,4617,1,100-12-W,100,501,20260129,2.91,11324903,8996,ADI
8888RTV,0,5773456,176,5798,1,XRN-420S-2TB,1,234,20260129,293.72,11369119,8996,ADI
8888RTV,0,5773456,416,5824,3,ANE-L7012L,8,888,20260129,88.43,11370681,8996,ADI
8888RTV,0,5773456,423,5588,1,WD22PURZ,1,288,20260123,78.46,11360847,8996,ADI
8888RTV,0,5773456,91,5602,1,ANO-L7012R,2,829,20260123,57.64,11362141,8996,ADI
8888RTV,0,5773456,279,5517,1,ANV-L7012R,13,357,20260123,57.64,11358193,8996,ADI
8888RTV,0,5773456,196,5101,1,CB110,10,342,20260123,8.68,11344245,8996,ADI
8888RTV,0,5773456,117,5556,1,CBM,2,573,20260123,11.83,11360225,8996,ADI
8888RTV,0,5770462,2,2940,1,493494,7000,677,20260123,.1300625,11360900,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,279,5715,1,ANV-L7012R,1,675,20260127,57.64,11365189,8996,ADI
8888RTV,0,5282114,295,37267,11,6160VPADT,18,503,20260127,120.66,11178324,256963,ADEMCO INC
8888RTV,0,5770342,66,1404,1,JP-DA,1,867,20260126,196.35,11356039,8620,AIPHONE CORPORATION
8888RTV,0,5615672,57,1146,3,PG9938,48,503,20260127,31.54,11358612,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5770347,1,362,1,EN-BR304P-0,1,238,20260126,434.25,11362245,242767,EAGLE EYE NETWORKS INC
8888RTV,0,5272817,56,23846,1,HDT228,5,812,20260127,36.95,11362418,101933,MATRIX NETWORK INC
8888RTV,0,5773456,91,5615,2,ANO-L7012R,9,603,20260128,57.64,11362307,8996,ADI
8888RTV,0,5773456,279,5719,2,ANV-L7012R,3,723,20260128,57.64,11366353,8996,ADI
8888RTV,0,5773456,279,5797,2,ANV-L7012R,16,293,20260129,57.64,11369062,8996,ADI
8888RTV,0,5773456,177,5635,1,ECR2450BP,6,685,20260123,2.06,11362525,8996,ADI
8888RTV,0,5773456,162,5572,1,XRN-1620SB1-4TB,1,836,20260123,790.61,11360596,8996,ADI
8888RTV,0,5773456,176,5591,1,XRN-420S-2TB,1,267,20260123,293.72,11360950,8996,ADI
8888RTV,0,5770457,17,1374,1,20NKS-00-000000,2,632,20260126,185.09,11358155,7092,HID GLOBAL
8888RTV,0,5773456,81,5555,2,XRN-820S-2TB,1,820,20260126,498.43,11360217,8996,ADI
8888RTV,0,5770457,22,1337,1,3350PMSMV,100,650,20260126,2.1,11342715,7092,HID GLOBAL
8888RTV,0,5773456,423,5312,1,WD22PURZ,2,180,20260126,78.46,11351394,8996,ADI
8888RTV,0,5752082,37,4895,1,WG-21145801,10,342,20260127,48.95,11363067,8996,ADI
8888RTV,0,5773456,196,5320,1,CB110,8,837,20260127,8.68,11351638,8996,ADI
8888RTV,0,5770426,12,1583,1,B-ACS6100R-E,1,748,20260128,1016.18,11364405,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,91,5735,1,ANO-L7012R,7,293,20260128,57.64,11366484,8996,ADI
8888RTV,0,5770345,74,4519,3,ADC-AC-X100,1,327,20260128,269,11358992,220865,ALARM.COM INC
8888RTV,0,5773456,415,5775,1,XRN-1620SB1-8TB,1,686,20260128,947.82,11368808,8996,ADI
8888RTV,0,5773456,43,5752,1,XRN-820S-4TB,1,826,20260129,572.87,11366625,8996,ADI
8888RTV,0,5773456,416,5798,2,ANE-L7012L,1,234,20260129,88.43,11369119,8996,ADI
8888RTV,0,5773456,394,5558,1,ANO-L7022R,3,356,20260123,57.64,11360219,8996,ADI
8888RTV,0,5773456,404,5616,1,ANV-L7082R,2,342,20260123,85.15,11362302,8996,ADI
8888RTV,0,5773456,365,5574,1,5828DM,1,238,20260123,16.98,11360647,8996,ADI
8888RTV,0,5773456,279,5530,1,ANV-L7012R,3,343,20260123,57.64,11358822,8996,ADI
8888RTV,0,5773456,196,5396,1,CB110,2,469,20260126,8.68,11353893,8996,ADI
8888RTV,0,5615672,49,1141,7,PG9901 BATT,24,501,20260126,64.1,11346988,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5770409,35,348,1,86733,1920,501,20260127,4.31,11317338,195769,JASCO PRODUCTS COMPANY LLC
8888RTV,0,5773456,305,5654,1,997,1,631,20260128,25.95,11363068,8996,ADI
8888RTV,0,5773456,7,5603,1,ARN-410S-2TB,1,696,20260128,248.91,11362146,8996,ADI
8888RTV,0,5773456,311,5671,2,QNV-C9011R,8,185,20260128,212.55,11364331,8996,ADI
8888RTV,0,5773456,176,5687,2,XRN-420S-2TB,2,884,20260128,293.72,11364479,8996,ADI
8888RTV,0,5770462,21,2967,2,710536EWTA,15000,829,20260129,.225166451612903,11370754,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,196,5372,1,CB110,6,718,20260129,8.68,11353486,8996,ADI
8888RTV,0,5770345,19,4568,1,ADC-VDB750-TH,1,821,20260129,99,11368027,220865,ALARM.COM INC
8888RTV,0,5773456,167,5452,2,HDMICP25,1,262,20260123,43.14,11355700,8996,ADI
8888RTV,0,5773456,176,5507,2,XRN-420S-2TB,2,688,20260123,293.72,11358188,8996,ADI
8888RTV,0,5770462,23,2951,2,710548EWTA,8000,850,20260123,.139926785714286,11363286,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,348,5580,1,FP280,2,677,20260126,11.58,11360731,8996,ADI
8888RTV,0,5773456,279,5644,2,ANV-L7012R,4,688,20260126,57.64,11362701,8996,ADI
8888RTV,0,5770462,23,2943,2,710548EWTA,5000,669,20260126,.139926785714286,11362335,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770410,11,954,1,GA02076-US,720,501,20260126,102.9,11313073,269855,GOOGLE LLC
8888RTV,0,5773456,196,4970,1,CB110,2,723,20260126,8.68,11339751,8996,ADI
8888RTV,0,5773456,169,5596,1,HCO-7010RA,1,623,20260126,65.5,11361079,8996,ADI
8888RTV,0,5770457,22,1352,1,3350PMSMV,100,831,20260127,2.1,11349569,7092,HID GLOBAL
8888RTV,0,5773456,394,5679,5,ANO-L7022R,2,697,20260127,57.64,11364396,8996,ADI
8888RTV,0,5773456,415,5455,3,XRN-1620SB1-8TB,1,262,20260127,947.82,11355864,8996,ADI
8888RTV,0,5773456,43,5678,4,XRN-820S-4TB,2,623,20260129,572.87,11364389,8996,ADI
8888RTV,0,5773456,172,5583,1,5816OD,1,693,20260123,51.16,11360768,8996,ADI
8888RTV,0,5773456,418,5556,3,SBP-137WMW1,11,573,20260123,27.89,11360225,8996,ADI
8888RTV,0,5773456,91,5656,2,ANO-L7012R,4,621,20260123,57.64,11363147,8996,ADI
8888RTV,0,5773456,91,5533,2,ANO-L7012R,8,267,20260123,57.64,11358935,8996,ADI
8888RTV,0,5773456,224,5472,4,QNE-C9013RL,4,850,20260123,245.63,11356172,8996,ADI
8888RTV,0,5752082,246,4884,1,WG-50905008,4,238,20260126,101.45,11360020,8996,ADI
8888RTV,0,5770345,19,4530,1,ADC-VDB750-TH,1,357,20260128,99,11360437,220865,ALARM.COM INC
8888RTV,0,5770426,7,1601,2,B-ACS6100-DB,2,946,20260128,222.38,11367240,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770342,63,1413,1,JP-4HD,1,669,20260128,839.8,11366349,8620,AIPHONE CORPORATION
8888RTV,0,5773456,81,5772,1,XRN-820S-2TB,1,469,20260128,498.43,11367458,8996,ADI
8888RTV,0,5773456,7,5673,1,ARN-410S-2TB,2,185,20260128,248.91,11364359,8996,ADI
8888RTV,0,5773456,121,5705,2,SBV-140BW,2,884,20260128,21.02,11364886,8996,ADI
8888RTV,0,5773456,91,5719,3,ANO-L7012R,1,723,20260128,57.64,11366353,8996,ADI
8888RTV,0,5773456,103,5751,6,SBP-125WMW1,30,379,20260128,29.25,11366624,8996,ADI
8888RTV,0,5770345,15,4531,1,ADC-V724X,1,815,20260129,104.26,11361354,220865,ALARM.COM INC
8888RTV,0,5773456,279,5338,3,ANV-L7012R,7,827,20260123,57.64,11352176,8996,ADI
8888RTV,0,5773456,393,5635,5,ARN-810S-2TB,2,685,20260123,277.95,11362525,8996,ADI
8888RTV,0,5770462,23,2932,2,710548EWTA,6000,238,20260123,.139926785714286,11360020,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,176,5656,1,XRN-420S-2TB,1,621,20260123,293.72,11363147,8996,ADI
8888RTV,0,5773456,176,5560,1,XRN-420S-2TB,1,377,20260123,293.72,11360253,8996,ADI
8888RTV,0,5770462,30,2796,1,741802PL-L,25000,623,20260123,.1446875,11319905,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770345,19,4489,1,ADC-VDB750-TH,1,821,20260126,99,11354220,220865,ALARM.COM INC
8888RTV,0,5770345,2,4490,1,ADC-AC-ET10,2,459,20260126,143.15,11355409,220865,ALARM.COM INC
8888RTV,0,5773456,157,5639,1,XRN-420S-4TB,1,233,20260126,405.38,11362619,8996,ADI
8888RTV,0,5773456,81,5643,1,XRN-820S-2TB,1,781,20260126,498.43,11362695,8996,ADI
8888RTV,0,5770426,33,1540,1,B-ACS300-E-B,1,623,20260127,495,11351257,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,3,4562,1,ADC-AC-ET20,1,812,20260128,173.63,11366747,220865,ALARM.COM INC
8888RTV,0,5773456,121,5671,3,SBV-140BW,8,185,20260128,21.02,11364331,8996,ADI
8888RTV,0,5770345,2,4526,1,ADC-AC-ET10,8,185,20260128,143.15,11360256,220865,ALARM.COM INC
8888RTV,0,5770345,4,4519,1,ADC-AC-ET25,1,327,20260128,244.73,11358992,220865,ALARM.COM INC
8888RTV,0,5773456,130,5675,3,ANE-L7012R,3,588,20260129,88.43,11364395,8996,ADI
8888RTV,0,5773456,332,5755,1,PB-EXIT,1,812,20260129,66.85,11366747,8996,ADI
8888RTV,0,5770414,46,561,1,2GIG-GC2E-345,1,837,20260123,120,11360114,32657,NICE NORTH AMERICA
8888RTV,0,5773456,416,5498,2,ANE-L7012L,15,185,20260123,88.43,11358104,8996,ADI
8888RTV,0,5770462,1,2932,1,487343,2000,238,20260123,.0826285714285714,11360020,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,176,5503,1,XRN-420S-2TB,1,800,20260123,293.72,11358152,8996,ADI
8888RTV,0,5773408,2,23,1,RE030,1,781,20260126,4.5,11360293,243019,ALULA LLC
8888RTV,0,5773456,208,4923,3,CB140PT,3,815,20260126,11.83,11337495,8996,ADI
8888RTV,0,5615672,51,1141,4,PG9911B BATT,52,501,20260126,115.41,11346988,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,432,5539,2,ARN-1610S-4TB,1,815,20260126,464.63,11359215,8996,ADI
8888RTV,0,5773456,91,5643,2,ANO-L7012R,7,781,20260126,57.64,11362695,8996,ADI
8888RTV,0,5773456,299,5286,1,WMS,2,677,20260127,13.41,11351067,8996,ADI
8888RTV,0,5773456,91,5693,1,ANO-L7012R,1,781,20260128,57.64,11364614,8996,ADI
8888RTV,0,5773456,279,5760,2,ANV-L7012R,10,836,20260128,57.64,11366940,8996,ADI
8888RTV,0,5773456,176,5713,1,XRN-420S-2TB,4,824,20260128,293.72,11365093,8996,ADI
8888RTV,0,5773456,279,5642,1,ANV-L7012R,1,469,20260129,57.64,11362668,8996,ADI
8888RTV,0,5773456,91,5741,1,ANO-L7012R,74,685,20260129,57.64,11366475,8996,ADI
8888RTV,0,5773456,233,5748,1,WD42PURZ,2,725,20260129,111.61,11366540,8996,ADI
8888RTV,0,5773456,176,5577,1,XRN-420S-2TB,1,239,20260123,293.72,11360684,8996,ADI
8888RTV,0,5773456,7,5505,2,ARN-410S-2TB,1,342,20260123,248.91,11358166,8996,ADI
8888RTV,0,5770457,36,1373,1,20KTKS-02-000000,1,815,20260126,291.65,11356487,7092,HID GLOBAL
8888RTV,0,5773456,416,5754,3,ANE-L7012L,4,888,20260127,88.43,11366728,8996,ADI
8888RTV,0,5773456,196,5369,1,CB110,12,676,20260128,8.68,11353428,8996,ADI
8888RTV,0,5770345,2,4559,2,ADC-AC-ET10,3,379,20260129,143.15,11366624,220865,ALARM.COM INC
8888RTV,0,5773456,157,5250,1,XRN-420S-4TB,1,616,20260126,405.38,11349379,8996,ADI
8888RTV,0,5773456,63,5302,1,HRX-434-2TB,1,266,20260126,187.99,11351189,8996,ADI
8888RTV,0,5770345,57,4435,1,ADC-VC838PF,63,501,20260126,170.24,11346986,220865,ALARM.COM INC
8888RTV,0,5752082,236,4888,1,WG-50785501,12,357,20260127,54.89,11360592,8996,ADI
8888RTV,0,5773456,426,5618,1,SBV-A14B,3,940,20260127,21.02,11362306,8996,ADI
8888RTV,0,5282114,295,37268,12,6160VPADT,23,503,20260123,120.66,11178343,256963,ADEMCO INC
8888RTV,0,5282114,295,37182,21,6160VPADT,6,503,20260123,120.66,11111983,256963,ADEMCO INC
8888RTV,0,5282114,295,37271,14,6160VPADT,66,501,20260126,120.66,11178391,256963,ADEMCO INC
8888RTV,0,5770342,12,1406,1,JVS-1V,2,676,20260123,422.45,11360302,8620,AIPHONE CORPORATION
8888RTV,0,5773456,426,5786,1,SBV-A14B,2,729,20260128,21.02,11368866,8996,ADI
8888RTV,0,5773456,279,5383,2,ANV-L7012R,4,675,20260128,57.64,11353696,8996,ADI
8888RTV,0,5773456,224,5833,2,QNE-C9013RL,10,829,20260129,245.63,11370830,8996,ADI
8888RTV,0,5752082,13,4885,4,WG-21035801,10,826,20260123,34.74,11360045,8996,ADI
8888RTV,0,5773456,176,5595,1,XRN-420S-2TB,1,621,20260123,293.72,11361071,8996,ADI
8888RTV,0,5272817,56,23832,1,HDT228,3,266,20260123,36.95,11351189,101933,MATRIX NETWORK INC
8888RTV,0,5773456,138,5511,1,PC130T,2,377,20260123,9.46,11358187,8996,ADI
8888RTV,0,5770345,15,4500,1,ADC-V724X,1,815,20260126,104.26,11356459,220865,ALARM.COM INC
8888RTV,0,5773456,81,5628,1,XRN-820S-2TB,1,884,20260126,498.43,11362406,8996,ADI
8888RTV,0,5770426,33,1584,1,B-ACS300-E-B,1,692,20260128,495,11364406,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,394,5603,2,ANO-L7022R,3,696,20260128,57.64,11362146,8996,ADI
8888RTV,0,5773456,327,5538,1,DS9370,3,674,20260128,90.6,11359173,8996,ADI
8888RTV,0,5773456,91,5097,2,ANO-L7012R,21,692,20260128,57.64,11344164,8996,ADI
