RecordType,Field1,Field2,Field3,Field4,Field5,PartNumber,Quantity,Field8,Date,Price,Field11,Field12,VendorName
8888RTV,0,5773456,416,5063,2,ANE-L7012L,6,827,20260114,88.43,11342845,8996,ADI
8888RTV,0,5773456,176,4263,2,XRN-420S-2TB,1,342,20260114,293.72,11313354,8996,ADI
8888RTV,0,5773456,393,5202,2,ARN-810S-2TB,1,867,20260115,277.95,11347474,8996,ADI
8888RTV,0,5770462,2,2845,1,493494,3000,828,20260109,.1300625,11335612,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770462,1,2791,1,487343,500,342,20260109,.0826285714285714,11318170,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770462,2,2858,1,493494,3000,867,20260112,.1300625,11339645,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770462,2,2851,1,493494,3000,257,20260112,.1300625,11337652,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770457,4,1331,1,1326LMSMV,1000,821,20260112,1.99,11338117,7092,HID GLOBAL
8888RTV,0,5282114,484,37434,1,ADTHYBANT,350,503,20260112,.01,11315624,256963,ADEMCO INC
8888RTV,0,5770462,23,2871,1,710548EWTA,1500,692,20260112,.139926785714286,11341955,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770462,28,2826,3,71536100BL,1,272,20260114,53.3347083333333,11328856,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5282114,334,37446,3,958,48,501,20260109,14.68,11322586,256963,ADEMCO INC
8888RTV,0,5770342,103,1384,2,MCW-S/B,1,831,20260114,17.85,11344888,8620,AIPHONE CORPORATION
8888RTV,0,5773456,7,5176,2,ARN-410S-2TB,2,688,20260115,248.91,11346870,8996,ADI
8888RTV,0,5773456,7,4948,3,ARN-410S-2TB,1,294,20260109,248.91,11338333,8996,ADI
8888RTV,0,5773456,43,4896,1,XRN-820S-4TB,1,821,20260109,572.87,11336407,8996,ADI
8888RTV,0,5615672,51,1133,4,PG9911B BATT,40,501,20260109,115.41,11329232,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,279,4895,2,ANV-L7012R,5,272,20260112,57.64,11336392,8996,ADI
8888RTV,0,5773456,162,5010,1,XRN-1620SB1-4TB,1,729,20260112,790.61,11341804,8996,ADI
8888RTV,0,5773456,279,4916,3,ANV-L7012R,7,820,20260112,57.64,11337489,8996,ADI
8888RTV,0,5770426,33,1521,1,B-ACS300-E-B,1,683,20260114,495,11344791,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,190,5170,3,ANO-L7082R,3,678,20260114,85.15,11346864,8996,ADI
8888RTV,0,5773456,43,5064,1,XRN-820S-4TB,1,827,20260115,572.87,11342881,8996,ADI
8888RTV,0,5773456,393,5230,1,ARN-810S-2TB,2,752,20260115,277.95,11348941,8996,ADI
8888RTV,0,5282114,259,37443,7,5821,7,503,20260109,34.39,11322537,256963,ADEMCO INC
8888RTV,0,5752082,33,4857,1,WG-21141101,6,630,20260115,101.2,11344328,8996,ADI
8888RTV,0,5770410,29,936,1,GA01892-US,1960,503,20260114,68.6,11290505,269855,GOOGLE LLC
8888RTV,0,5773456,81,4973,1,XRN-820S-2TB,1,682,20260109,498.43,11339804,8996,ADI
8888RTV,0,5770342,12,1357,2,JVS-1V,3,820,20260109,406.3,11330474,8620,AIPHONE CORPORATION
8888RTV,0,5773456,7,4263,4,ARN-410S-2TB,1,342,20260109,248.91,11313354,8996,ADI
8888RTV,0,5773456,348,4905,1,FP280,5,608,20260109,11.58,11337331,8996,ADI
8888RTV,0,5770342,63,1380,1,JP-4HD,1,818,20260112,839.8,11342064,8620,AIPHONE CORPORATION
8888RTV,0,5770414,46,547,1,2GIG-GC2E-345,1,608,20260112,120,11328885,32657,NICE NORTH AMERICA
8888RTV,0,5773456,394,5075,2,ANO-L7022R,10,697,20260113,57.64,11344083,8996,ADI
8888RTV,0,5773456,355,5003,1,300-03865,1,612,20260113,10.51,11340548,8996,ADI
8888RTV,0,5272817,165,23821,1,AHVR1628T,1,342,20260113,442.89,11340569,101933,MATRIX NETWORK INC
8888RTV,0,5770410,25,944,1,GA10919-US,2016,501,20260113,83.3,11290525,269855,GOOGLE LLC
8888RTV,0,5770345,10,4410,1,ADC-AC-X1100,1,686,20260115,330,11344030,220865,ALARM.COM INC
8888RTV,0,5770345,74,4235,3,ADC-AC-X100,1,678,20260115,269,11319924,220865,ALARM.COM INC
8888RTV,0,5773456,279,5172,1,ANV-L7012R,2,718,20260115,57.64,11346869,8996,ADI
8888RTV,0,5773456,279,5207,2,ANV-L7012R,4,815,20260115,57.64,11347677,8996,ADI
8888RTV,0,5773456,416,5208,5,ANE-L7012L,3,815,20260115,88.43,11347707,8996,ADI
8888RTV,0,5282114,172,37443,11,1321-1,3,503,20260109,9.11,11322537,256963,ADEMCO INC
8888RTV,0,5282114,100,37443,19,SIXSIRENA,49,503,20260109,45.32,11322537,256963,ADEMCO INC
8888RTV,0,5770426,7,1504,1,B-ACS6100-DB,1,782,20260109,222.38,11338098,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,2,4290,1,ADC-AC-ET10,2,697,20260109,143.15,11327549,220865,ALARM.COM INC
8888RTV,0,5770342,57,1372,1,JO-1FD,1,677,20260112,300.9,11337707,8620,AIPHONE CORPORATION
8888RTV,0,5773456,404,5060,3,ANV-L7082R,3,836,20260112,85.15,11342698,8996,ADI
8888RTV,0,5773456,393,4876,3,ARN-810S-2TB,1,713,20260112,277.95,11335489,8996,ADI
8888RTV,0,5770345,15,4323,1,ADC-V724X,2,782,20260113,104.26,11330616,220865,ALARM.COM INC
8888RTV,0,5770462,1,2887,1,487343,10000,266,20260113,.0826285714285714,11346980,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770345,15,4364,1,ADC-V724X,1,713,20260113,104.26,11337433,220865,ALARM.COM INC
8888RTV,0,5773456,426,5069,1,SBV-A14B,2,888,20260114,21.02,11343946,8996,ADI
8888RTV,0,5773456,426,5116,2,SBV-A14B,2,682,20260114,21.02,11344470,8996,ADI
8888RTV,0,5773456,404,5018,1,ANV-L7082R,6,616,20260114,85.15,11341864,8996,ADI
8888RTV,0,5770410,6,934,1,GA01318-US,2160,503,20260114,102.9,11290486,269855,GOOGLE LLC
8888RTV,0,5773456,170,5028,1,100-TC-B,36,623,20260115,3.19,11341934,8996,ADI
8888RTV,0,5770462,23,2883,2,710548EWTA,10000,690,20260115,.139926785714286,11346760,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770462,13,2895,1,454652AWHA,1000,723,20260115,.194196875,11348978,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,81,5255,2,XRN-820S-2TB,1,819,20260115,498.43,11349521,8996,ADI
8888RTV,0,5773456,121,5208,4,SBV-140BW,3,815,20260115,21.02,11347707,8996,ADI
8888RTV,0,5773456,279,4867,1,ANV-L7012R,10,782,20260109,57.64,11335316,8996,ADI
8888RTV,0,5773456,426,4838,1,SBV-A14B,4,821,20260109,21.02,11334524,8996,ADI
8888RTV,0,5773456,176,4906,1,XRN-420S-2TB,1,529,20260109,293.72,11337351,8996,ADI
8888RTV,0,5773456,392,4922,1,CB130T,1,573,20260112,8.68,11337497,8996,ADI
8888RTV,0,5773456,177,4949,1,ECR2450BP,5,835,20260112,2.06,11338418,8996,ADI
8888RTV,0,5773456,416,5008,2,ANE-L7012L,4,888,20260112,88.43,11341781,8996,ADI
8888RTV,0,5770345,73,4279,4,ADC-AC-X1100-2PSE,1,612,20260112,623.92,11325295,220865,ALARM.COM INC
8888RTV,0,5773456,91,4957,1,ANO-L7012R,2,316,20260112,57.64,11339675,8996,ADI
8888RTV,0,5272817,160,23824,1,ANVR04P22T,1,880,20260113,244.46,11344073,101933,MATRIX NETWORK INC
8888RTV,0,5773456,59,5017,1,QND-7012R,7,842,20260113,129.53,11341853,8996,ADI
8888RTV,0,5773456,416,5129,1,ANE-L7012L,24,685,20260113,88.43,11344735,8996,ADI
8888RTV,0,5773456,196,4223,1,CB110,11,342,20260113,8.68,11311733,8996,ADI
8888RTV,0,5773456,416,5104,3,ANE-L7012L,4,888,20260114,88.43,11344284,8996,ADI
8888RTV,0,5770426,7,1515,2,B-ACS6100-DB,1,836,20260114,222.38,11342806,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,196,4815,1,CB110,4,237,20260114,8.68,11332547,8996,ADI
8888RTV,0,5773456,279,5024,4,ANV-L7012R,21,831,20260114,57.64,11341932,8996,ADI
8888RTV,0,5773456,393,5097,4,ARN-810S-2TB,2,692,20260114,277.95,11344164,8996,ADI
8888RTV,0,5770462,21,2889,2,710536EWTA,5000,820,20260114,.225166451612903,11347406,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770457,36,1336,1,20KTKS-02-000000,1,831,20260114,291.65,11340398,7092,HID GLOBAL
8888RTV,0,5770462,13,2826,2,454652AWHA,1000,272,20260114,.194196875,11328856,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,416,5247,2,ANE-L7012L,5,826,20260115,88.43,11349176,8996,ADI
8888RTV,0,5770462,23,2891,1,710548EWTA,1000,867,20260115,.139926785714286,11347474,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,7,4994,1,ARN-410S-2TB,1,888,20260109,248.91,11340403,8996,ADI
8888RTV,0,5773456,91,4862,2,ANO-L7012R,2,232,20260109,57.64,11335305,8996,ADI
8888RTV,0,5770345,10,4289,2,ADC-AC-X1100,1,469,20260109,330,11327273,220865,ALARM.COM INC
8888RTV,0,5773456,426,5010,2,SBV-A14B,7,729,20260112,21.02,11341804,8996,ADI
8888RTV,0,5773456,81,4859,2,XRN-820S-2TB,2,688,20260112,498.43,11335313,8996,ADI
8888RTV,0,5770457,36,1320,1,20KTKS-02-000000,1,673,20260113,291.65,11335171,7092,HID GLOBAL
8888RTV,0,5770462,23,2820,2,710548EWTA,5000,180,20260114,.139926785714286,11327474,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,91,5156,3,ANO-L7012R,7,316,20260114,57.64,11346801,8996,ADI
8888RTV,0,5773456,81,5063,1,XRN-820S-2TB,1,827,20260114,498.43,11342845,8996,ADI
8888RTV,0,5770342,57,1369,1,JO-1FD,1,777,20260114,300.9,11335636,8620,AIPHONE CORPORATION
8888RTV,0,5773456,176,5208,3,XRN-420S-2TB,1,815,20260115,293.72,11347707,8996,ADI
8888RTV,0,5770345,15,4331,1,ADC-V724X,1,621,20260109,104.26,11331300,220865,ALARM.COM INC
8888RTV,0,5752082,79,4854,1,WG-31145512,15,782,20260112,62.49,11339817,8996,ADI
8888RTV,0,5773456,176,4832,1,XRN-420S-2TB,1,827,20260112,293.72,11333418,8996,ADI
8888RTV,0,5773456,91,4876,2,ANO-L7012R,7,713,20260112,57.64,11335489,8996,ADI
8888RTV,0,5773456,224,4985,2,QNE-C9013RL,3,831,20260113,245.63,11340121,8996,ADI
8888RTV,0,5770342,12,1376,1,JVS-1V,2,820,20260113,422.45,11339840,8620,AIPHONE CORPORATION
8888RTV,0,5770345,15,4386,1,ADC-V724X,1,293,20260114,104.26,11340280,220865,ALARM.COM INC
8888RTV,0,5773456,426,5170,1,SBV-A14B,8,678,20260114,21.02,11346864,8996,ADI
8888RTV,0,5770462,23,2861,2,710548EWTA,15000,682,20260114,.139926785714286,11339877,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5282114,181,37448,7,300-03866,13,501,20260115,16.15,11322630,256963,ADEMCO INC
8888RTV,0,5770409,35,350,1,86733,3840,501,20260115,4.31,11317342,195769,JASCO PRODUCTS COMPANY LLC
8888RTV,0,5282114,87,37448,5,SF3000PCB,31,501,20260115,39.41,11322630,256963,ADEMCO INC
8888RTV,0,5282114,373,37443,30,SIXHEATVA,65,503,20260109,33.99,11322537,256963,ADEMCO INC
8888RTV,0,5282114,455,37443,28,SIXSMOKEVA,1600,503,20260109,36.26,11322537,256963,ADEMCO INC
8888RTV,0,5282114,92,37448,11,SIXC2WA,144,501,20260115,43.26,11322630,256963,ADEMCO INC
8888RTV,0,5770457,22,1318,1,3350PMSMV,100,831,20260109,2.1,11332774,7092,HID GLOBAL
8888RTV,0,5770345,2,4319,1,ADC-AC-ET10,2,812,20260109,143.15,11330537,220865,ALARM.COM INC
8888RTV,0,5773456,416,4832,3,ANE-L7012L,4,827,20260112,88.43,11333418,8996,ADI
8888RTV,0,5773456,279,4982,2,ANV-L7012R,5,726,20260112,57.64,11340052,8996,ADI
8888RTV,0,5773456,177,5032,2,ECR2450BP,37,708,20260112,2.06,11341930,8996,ADI
8888RTV,0,5773456,229,4989,1,QNV-C8011R,3,835,20260112,179.8,11340300,8996,ADI
8888RTV,0,5773456,81,4871,1,XRN-820S-2TB,2,834,20260113,498.43,11335314,8996,ADI
8888RTV,0,5773456,305,5005,1,997,2,357,20260113,25.95,11340568,8996,ADI
8888RTV,0,5773456,279,5024,4,ANV-L7012R,21,831,20260113,57.64,11341932,8996,ADI
8888RTV,0,5773456,332,5126,1,PB-EXIT,1,676,20260113,66.85,11344698,8996,ADI
8888RTV,0,5773456,121,5113,4,SBV-140BW,5,272,20260115,21.02,11344419,8996,ADI
8888RTV,0,5770345,4,4361,1,ADC-AC-ET25,1,834,20260112,244.73,11335766,220865,ALARM.COM INC
8888RTV,0,5770345,2,4359,1,ADC-AC-ET10,2,815,20260113,143.15,11335598,220865,ALARM.COM INC
8888RTV,0,5773456,279,4986,2,ANV-L7012R,3,342,20260113,57.64,11340122,8996,ADI
8888RTV,0,5773456,91,5116,3,ANO-L7012R,2,682,20260114,57.64,11344470,8996,ADI
8888RTV,0,5773456,311,5006,2,QNV-C9011R,4,612,20260115,212.55,11340713,8996,ADI
8888RTV,0,5770462,2,2857,1,493494,2500,237,20260109,.1300625,11339625,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5770426,12,1517,1,B-ACS6100R-E,1,275,20260113,1016.18,11342913,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770409,22,336,3,46564,648,501,20260113,24.32,11311440,195769,JASCO PRODUCTS COMPANY LLC
8888RTV,0,5615672,49,1137,2,PG9901 BATT,18,503,20260115,64.1,11336010,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,176,4894,3,XRN-420S-2TB,1,621,20260109,293.72,11336257,8996,ADI
8888RTV,0,5770426,12,1505,1,B-ACS6100R-E,1,685,20260109,1016.18,11338225,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,81,5081,1,XRN-820S-2TB,1,723,20260113,498.43,11344110,8996,ADI
8888RTV,0,5772809,19,115,1,SBV-A14B,4,812,20260113,21.02,11075012,8996,ADI
8888RTV,0,5773456,190,5086,3,ANO-L7082R,2,829,20260113,85.15,11344158,8996,ADI
8888RTV,0,5770426,33,1529,1,B-ACS300-E-B,1,723,20260114,495,11348978,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,162,5150,1,XRN-1620SB1-4TB,1,688,20260115,790.61,11346757,8996,ADI
8888RTV,0,5770457,37,1344,2,20NKS-02-000000,2,867,20260115,162.65,11344764,7092,HID GLOBAL
8888RTV,0,5770426,33,1531,1,B-ACS300-E-B,1,688,20260115,495,11349050,191253,BRIVO SYSTEMS LLC
8888RTV,0,5282114,90,37443,17,SIXCTA,11520,503,20260109,9.97,11322537,256963,ADEMCO INC
8888RTV,0,5752082,79,4856,1,WG-31145512,10,683,20260114,62.43,11341813,8996,ADI
8888RTV,0,5770415,57,662,1,IQP4BASE-GRY,1,884,20260112,68.09,11330756,256872,"QOLSYS, INC"
8888RTV,0,5272817,158,23824,2,ANVR08P22T,1,880,20260113,285.79,11344073,101933,MATRIX NETWORK INC
8888RTV,0,5770345,15,4288,1,ADC-V724X,3,237,20260109,104.26,11327101,220865,ALARM.COM INC
8888RTV,0,5773456,161,4935,1,DS-3E0510P-E,4,646,20260109,76.5,11337723,8996,ADI
8888RTV,0,5773456,196,4552,1,CB110,12,185,20260112,8.68,11323090,8996,ADI
8888RTV,0,5282114,479,37442,39,SIXMINICT3A,3471,503,20260112,13.88,11322521,256963,ADEMCO INC
8888RTV,0,5773456,393,4885,1,ARN-810S-2TB,1,612,20260113,277.95,11335853,8996,ADI
8888RTV,0,5773456,416,4917,1,ANE-L7012L,2,267,20260113,88.43,11337487,8996,ADI
8888RTV,0,5773456,393,1901,2,ARN-810S-2TB,1,297,20260113,277.95,11232858,8996,ADI
8888RTV,0,5770462,1,2878,2,487343,1000,194,20260113,.0826285714285714,11344943,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,196,4349,1,CB110,16,816,20260114,8.68,11316198,8996,ADI
8888RTV,0,5770345,19,4409,1,ADC-VDB750-TH,1,646,20260114,99,11342897,220865,ALARM.COM INC
8888RTV,0,5773456,81,5024,2,XRN-820S-2TB,3,831,20260114,498.43,11341932,8996,ADI
8888RTV,0,5282114,330,37452,3,945T-WH,50,503,20260115,2.21,11322557,256963,ADEMCO INC
8888RTV,0,5282114,23,37452,21,DESKMT-AIO,360,503,20260115,16.98,11322557,256963,ADEMCO INC
8888RTV,0,5773456,418,5255,1,SBP-137WMW1,8,819,20260115,27.89,11349521,8996,ADI
8888RTV,0,5770345,74,4407,3,ADC-AC-X100,2,180,20260115,269,11342527,220865,ALARM.COM INC
8888RTV,0,5773456,416,5150,3,ANE-L7012L,3,688,20260115,88.43,11346757,8996,ADI
8888RTV,0,5773456,416,4860,2,ANE-L7012L,3,348,20260109,88.43,11335320,8996,ADI
8888RTV,0,5773456,182,4653,2,5800PIR-OD2,1,297,20260112,276.03,11327126,8996,ADI
8888RTV,0,5770345,15,4341,1,ADC-V724X,1,836,20260112,104.26,11333147,220865,ALARM.COM INC
8888RTV,0,5773456,81,4981,1,XRN-820S-2TB,1,688,20260113,498.43,11340023,8996,ADI
8888RTV,0,5773456,416,5077,2,ANE-L7012L,2,697,20260113,88.43,11344101,8996,ADI
8888RTV,0,5773456,7,5047,1,ARN-410S-2TB,1,888,20260114,248.91,11342353,8996,ADI
8888RTV,0,5773456,196,4606,1,CB110,4,616,20260114,8.68,11324738,8996,ADI
8888RTV,0,5773456,91,4921,8,ANO-L7012R,5,813,20260114,57.64,11337494,8996,ADI
8888RTV,0,5770345,15,4419,1,ADC-V724X,1,377,20260115,104.26,11344380,220865,ALARM.COM INC
8888RTV,0,5773456,17,5145,2,QNE-C8013RL,1,821,20260115,216.16,11345691,8996,ADI
8888RTV,0,5773456,17,5230,2,QNE-C8013RL,5,752,20260115,216.16,11348941,8996,ADI
8888RTV,0,5770345,10,4421,1,ADC-AC-X1100,1,831,20260115,330,11344618,220865,ALARM.COM INC
8888RTV,0,5282114,91,37448,19,SIXCTA-BR,99,501,20260115,9.97,11322630,256963,ADEMCO INC
8888RTV,0,5770426,33,1497,1,B-ACS300-E-B,1,678,20260109,495,11335610,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,176,5048,1,XRN-420S-2TB,1,842,20260112,293.72,11342413,8996,ADI
8888RTV,0,5773456,109,4902,1,5828V,1,823,20260112,65.92,11336772,8996,ADI
8888RTV,0,5770426,5,1511,1,B-ACS6000-MBE,1,573,20260112,957.78,11340615,191253,BRIVO SYSTEMS LLC
8888RTV,0,5773456,43,5035,1,XRN-820S-4TB,1,316,20260112,572.87,11342027,8996,ADI
8888RTV,0,5770345,2,4362,1,ADC-AC-ET10,1,723,20260113,143.15,11336140,220865,ALARM.COM INC
8888RTV,0,5770462,23,2859,1,710548EWTA,4000,777,20260113,.139926785714286,11339729,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,426,5104,1,SBV-A14B,4,888,20260114,21.02,11344284,8996,ADI
8888RTV,0,5272817,160,23829,1,ANVR04P22T,1,867,20260114,244.46,11346931,101933,MATRIX NETWORK INC
8888RTV,0,5773456,392,4723,2,CB130T,9,342,20260114,8.68,11329824,8996,ADI
8888RTV,0,5282114,479,37379,54,SIXMINICT3A,55080,503,20260115,13.88,11275450,256963,ADEMCO INC
8888RTV,0,5773456,162,5197,1,XRN-1620SB1-4TB,1,294,20260115,790.61,11347363,8996,ADI
8888RTV,0,5773456,176,5134,1,XRN-420S-2TB,1,837,20260115,293.72,11344802,8996,ADI
8888RTV,0,5773456,133,4921,3,SBO-100B1,2,813,20260109,22.05,11337494,8996,ADI
8888RTV,0,5770414,18,550,1,2GIG-IMAGE2,1,650,20260109,83.48,11330886,32657,NICE NORTH AMERICA
8888RTV,0,5773456,392,4645,1,CB130T,8,782,20260113,8.68,11327046,8996,ADI
8888RTV,0,5770457,37,1338,1,20NKS-02-000000,3,275,20260113,162.65,11342913,7092,HID GLOBAL
8888RTV,0,5773456,415,5061,1,XRN-1620SB1-8TB,1,675,20260114,947.82,11342825,8996,ADI
8888RTV,0,5773456,279,5255,3,ANV-L7012R,8,819,20260115,57.64,11349521,8996,ADI
8888RTV,0,5282114,281,37443,6,6150,34,503,20260109,35.62,11322537,256963,ADEMCO INC
8888RTV,0,5773456,426,4859,3,SBV-A14B,2,688,20260109,21.02,11335313,8996,ADI
8888RTV,0,5773456,279,4925,2,ANV-L7012R,4,824,20260112,57.64,11337493,8996,ADI
8888RTV,0,5770345,15,4337,1,ADC-V724X,1,588,20260112,104.26,11332811,220865,ALARM.COM INC
8888RTV,0,5770345,73,4368,2,ADC-AC-X1100-2PSE,1,703,20260112,623.92,11337509,220865,ALARM.COM INC
8888RTV,0,5773456,176,5023,2,XRN-420S-2TB,2,830,20260113,293.72,11341931,8996,ADI
8888RTV,0,5773456,432,4986,3,ARN-1610S-4TB,1,342,20260113,464.63,11340122,8996,ADI
8888RTV,0,5773456,70,4499,1,DS-2CE79D3T-IT3ZF,1,297,20260113,71.83,11321794,8996,ADI
8888RTV,0,5770462,3,2878,1,493744,500,194,20260113,.0871219512195122,11344943,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5773456,366,4910,1,HRX-1635-4TB,1,612,20260114,604.91,11337404,8996,ADI
8888RTV,0,5773456,426,5141,2,SBV-A14B,6,469,20260115,21.02,11344903,8996,ADI
8888RTV,0,5773456,91,5087,1,ANO-L7012R,7,459,20260115,57.64,11344157,8996,ADI
8888RTV,0,5615672,90,1138,1,WS4945,120,501,20260115,14.92,11336025,29905,TYCO SAFETY PRODUCTS CANADA LTD
8888RTV,0,5773456,22,4941,1,5828,2,623,20260115,63.1,11338080,8996,ADI
8888RTV,0,5770410,23,932,1,GA05551-US,300,503,20260114,186.22,11290501,269855,GOOGLE LLC
8888RTV,0,5752082,261,4861,1,WG-50971008,3,888,20260114,189.39,11347215,8996,ADI
8888RTV,0,5772809,491,200,2,QNE-C9013RL,4,631,20260114,245.63,11077157,8996,ADI
8888RTV,0,5282114,462,37452,32,ADTLTE-V3,1840,503,20260115,56.65,11322557,256963,ADEMCO INC
8888RTV,0,5770462,2,2865,1,493494,10000,324,20260115,.1300625,11340446,6332,PAIGE ELECTRIC CO LP
8888RTV,0,5282114,454,37448,27,SIXCOMBOVA,3456,501,20260115,89.51,11322630,256963,ADEMCO INC
8888RTV,0,5282114,473,37443,36,5800COV,92,503,20260109,40.79,11322537,256963,ADEMCO INC
8888RTV,0,5282114,473,37452,36,5800COV,92,503,20260115,40.79,11322557,256963,ADEMCO INC
8888RTV,0,5272817,56,23822,1,HDT228,8,829,20260112,36.95,11342364,101933,MATRIX NETWORK INC
8888RTV,0,5282114,474,37443,37,SIXCOVA,360,503,20260109,40.79,11322537,256963,ADEMCO INC
8888RTV,0,5773456,393,4904,1,ARN-810S-2TB,1,800,20260109,277.95,11337329,8996,ADI
8888RTV,0,5773456,81,4886,2,XRN-820S-2TB,1,272,20260109,498.43,11335871,8996,ADI
8888RTV,0,5773456,121,4896,2,SBV-140BW,8,821,20260109,21.02,11336407,8996,ADI
8888RTV,0,5773456,392,1928,2,CB130T,2,234,20260109,8.68,11233019,8996,ADI
8888RTV,0,5773456,121,4964,2,SBV-140BW,5,185,20260110,21.02,11339737,8996,ADI
8888RTV,0,5272817,174,23826,2,AHVR0422T,1,829,20260112,192.68,11344485,101933,MATRIX NETWORK INC
8888RTV,0,5773456,43,5076,1,XRN-820S-4TB,1,588,20260113,572.87,11344099,8996,ADI
8888RTV,0,5773456,224,4946,2,QNE-C9013RL,5,831,20260113,245.63,11338281,8996,ADI
8888RTV,0,5773456,196,4583,1,CB110,5,274,20260114,8.68,11323725,8996,ADI
8888RTV,0,5773456,81,5225,2,XRN-820S-2TB,3,819,20260115,498.43,11348927,8996,ADI
8888RTV,0,5282114,90,37448,12,SIXCTA,5760,501,20260115,9.97,11322630,256963,ADEMCO INC
8888RTV,0,5770345,4,4407,1,ADC-AC-ET25,2,180,20260115,244.73,11342527,220865,ALARM.COM INC
8888RTV,0,5773456,279,4855,1,ANV-L7012R,3,814,20260109,57.64,11335309,8996,ADI
8888RTV,0,5770345,10,4360,1,ADC-AC-X1100,1,748,20260113,330,11335646,220865,ALARM.COM INC
8888RTV,0,5770426,5,1530,1,B-ACS6000-MBE,1,723,20260114,957.78,11348983,191253,BRIVO SYSTEMS LLC
8888RTV,0,5770345,73,4405,3,ADC-AC-X1100-2PSE,1,232,20260115,623.92,11342457,220865,ALARM.COM INC
8888RTV,0,5773456,176,5143,1,XRN-420S-2TB,3,813,20260115,293.72,11345108,8996,ADI
